Mod Key,Group,Generation Type,Required Level,Stats,Spawn Weights
EnchantmentArcNumOfAdditionalProjectilesInChain1,,enchantment,66,arc_num_of_additional_projectiles_in_chain (1 to 1),
EnchantmentArcNumOfAdditionalProjectilesInChain2,,enchantment,75,arc_num_of_additional_projectiles_in_chain (1 to 1),helmet:75
EnchantmentArcShockChance1,,enchantment,66,arc_shock_chance_% (20 to 20),helmet:100
EnchantmentArcShockChance2,,enchantment,75,arc_shock_chance_% (30 to 30),helmet:75
EnchantmentArcDamagePerChain1__,,enchantment,66,arc_damage_+%_per_chain (8 to 8),helmet:100
EnchantmentArcDamagePerChain2,,enchantment,75,arc_damage_+%_per_chain (12 to 12),helmet:75
EnchantmentArcaneCloakAdditionalManaSpent1,,enchantment,66,arcane_cloak_consume_%_of_mana (10 to 10),helmet:100
EnchantmentArcaneCloakAdditionalManaSpent2,,enchantment,75,arcane_cloak_consume_%_of_mana (15 to 15),helmet:100
EnchantmentArcaneCloakGrantsLifeRegeneration1,,enchantment,75,arcane_cloak_gain_%_of_consumed_mana_as_life_regenerated_per_second (900 to 900),helmet:100
EnchantmentBaneAreaOfEffect1_,,enchantment,66,dark_ritual_area_of_effect_+% (16 to 16),helmet:100
EnchantmentBaneAreaOfEffect2,,enchantment,75,dark_ritual_area_of_effect_+% (24 to 24),helmet:100
EnchantmentBaneLinkedCurseEffect1_,,enchantment,66,dark_ritual_linked_curse_effect_+% (10 to 10),
EnchantmentBaneLinkedCurseEffect2_,,enchantment,75,dark_ritual_linked_curse_effect_+% (10 to 10),helmet:100
ArmageddonBrandRepeatFrequency1,,enchantment,66,armageddon_brand_repeat_frequency_+% (8 to 8),helmet:100
ArmageddonBrandRepeatFrequency2,,enchantment,75,armageddon_brand_repeat_frequency_+% (12 to 12),helmet:100
ArmageddonBrandAttachedTargetFirePenetration1,,enchantment,66,armageddon_brand_attached_target_fire_penetration_% (8 to 8),helmet:100
ArmageddonBrandAttachedTargetFirePenetration2,,enchantment,75,armageddon_brand_attached_target_fire_penetration_% (12 to 12),helmet:100
EnchantmentAncestorTotemSlamRadius1,,enchantment,66,slam_ancestor_totem_radius_+% (16 to 16),helmet:100
EnchantmentAncestorTotemSlamRadius2,,enchantment,75,slam_ancestor_totem_radius_+% (24 to 24),helmet:100
EnchantmentAncestorTotemSlamMeleeDamage1,,enchantment,66,slam_ancestor_totem_grant_owner_melee_damage_+% (20 to 20),helmet:100
EnchantmentAncestorTotemSlamMeleeDamage2,,enchantment,75,slam_ancestor_totem_grant_owner_melee_damage_+% (30 to 30),helmet:100
EnchantmentAncestorTotemSlashRadius1_,,enchantment,66,slash_ancestor_totem_radius_+% (8 to 8),
EnchantmentAncestorTotemSlashRadius2,,enchantment,75,slash_ancestor_totem_radius_+% (12 to 12),
EnchantmentAncestorTotemSlashAddedFireDamage1,,enchantment,66,slash_ancestor_totem_grant_owner_physical_damage_added_as_fire_+% (3 to 3),
EnchantmentAncestorTotemSlashAddedFireDamage2,,enchantment,75,slash_ancestor_totem_grant_owner_physical_damage_added_as_fire_+% (5 to 5),
EnchantmentAncestralCryExertedDamage1,,enchantment,66,ancestral_cry_exerted_attack_damage_+% (35 to 35),helmet:100
EnchantmentAncestralCryExertedDamage2,,enchantment,75,ancestral_cry_exerted_attack_damage_+% (50 to 50),helmet:100
EnchantmentAncestralCryMinimumPower1__,,enchantment,75,ancestral_cry_minimum_power (10 to 10),helmet:100
EnchantmentArcticArmourBuffEffect1,,enchantment,66,arctic_armour_buff_effect_+% (24 to 24),
EnchantmentArcticArmourBuffEffect2,,enchantment,75,arctic_armour_buff_effect_+% (36 to 36),
EnchantmentArcticArmourManaReservation1,,enchantment,66,arctic_armour_mana_reservation_efficiency_-2%_per_1 (-20 to -20),
EnchantmentArcticArmourManaReservation2,,enchantment,75,arctic_armour_mana_reservation_efficiency_-2%_per_1 (-30 to -30),
EnchantmentArcticArmourManaReservationEfficiency1_,,enchantment,66,arctic_armour_mana_reservation_efficiency_+% (50 to 50),helmet:100
EnchantmentArcticArmourManaReservationEfficiency2,,enchantment,75,arctic_armour_mana_reservation_efficiency_+% (75 to 75),helmet:100
EnchantmentArcticBreathDuration1,,enchantment,66,arctic_breath_duration_+% (24 to 24),helmet:100
EnchantmentArcticBreathDuration2,,enchantment,75,arctic_breath_duration_+% (36 to 36),helmet:75
EnchantmentArcticBreathRadius1,,enchantment,66,arctic_breath_radius_+% (16 to 16),helmet:100
EnchantmentArcticBreathRadius2,,enchantment,75,arctic_breath_radius_+% (24 to 24),helmet:75
EnchantmentArcticBreathChillingAreaMovementVelocity1,,enchantment,75,arctic_breath_chilling_area_movement_velocity_+% (38 to 38),helmet:75
EnchantmentAssassinsMarkCurseEffect1,,enchantment,66,assassins_mark_curse_effect_+% (20 to 20),helmet:100
EnchantmentAssassinsMarkCurseEffect2,,enchantment,75,assassins_mark_curse_effect_+% (30 to 30),helmet:100
EnchantmentAssassinsMarkDuration1,,enchantment,66,assassins_mark_duration_+% (30 to 30),
EnchantmentAssassinsMarkDuration2,,enchantment,75,assassins_mark_duration_+% (45 to 45),
EnchantmentBallLightningProjectileSpeed1,,enchantment,66,ball_lightning_projectile_speed_+% (-30 to -30),
EnchantmentBallLightningProjectileSpeed2,,enchantment,75,ball_lightning_projectile_speed_+% (-45 to -45),
EnchantmentBallLightningRadius1_,,enchantment,66,ball_lightning_radius_+% (16 to 16),helmet:100
EnchantmentBallLightningRadius2,,enchantment,75,ball_lightning_radius_+% (24 to 24),helmet:100
EnchantmentBallLightningAdditionalProjectiles1,,enchantment,75,ball_lightning_number_of_additional_projectiles (1 to 1),helmet:100
EnchantmentBarrageAttackSpeed1,,enchantment,66,barrage_attack_speed_+% (10 to 10),helmet:100
EnchantmentBarrageAttackSpeed2,,enchantment,75,barrage_attack_speed_+% (15 to 15),helmet:100
EnchantmentBarrageNumOfAdditionalProjectiles1,,enchantment,66,barrage_num_of_additional_projectiles (1 to 1),
EnchantmentBarrageNumOfAdditionalProjectiles2_,,enchantment,75,barrage_num_of_additional_projectiles (1 to 1),helmet:100
EnchantmentBattlemagesCryBuffEffect1__,,enchantment,66,battlemages_cry_buff_effect_+% (10 to 10),helmet:100
EnchantmentBattlemagesCryBuffEffect2,,enchantment,75,battlemages_cry_buff_effect_+% (15 to 15),helmet:100
EnchantmentBattlemagesCryAdditionalExert,,enchantment,75,battlemages_cry_exerts_x_additional_attacks (1 to 1),helmet:100
EnchantmentBearTrapCooldownSpeed1,,enchantment,66,bear_trap_cooldown_speed_+% (10 to 10),helmet:100
EnchantmentBearTrapCooldownSpeed2,,enchantment,75,bear_trap_cooldown_speed_+% (15 to 15),helmet:100
EnchantmentBearTrapDamageTaken1,,enchantment,66,bear_trap_additional_damage_taken_+%_from_traps_and_mines (5 to 5),helmet:100
EnchantmentBearTrapDamageTaken2,,enchantment,75,bear_trap_additional_damage_taken_+%_from_traps_and_mines (10 to 10),helmet:100
EnchantmentBladefallCriticalStrikeChance1,,enchantment,66,bladefall_critical_strike_chance_+% (60 to 60),helmet:100
EnchantmentBladefallCriticalStrikeChance2,,enchantment,75,bladefall_critical_strike_chance_+% (90 to 90),helmet:75
EnchantmentBladefallRadius1,,enchantment,66,bladefall_radius_+% (16 to 16),helmet:100
EnchantmentBladefallRadius2,,enchantment,75,bladefall_radius_+% (24 to 24),helmet:75
EnchantmentBladefallAdditionalVolley,,enchantment,75,bladefall_number_of_volleys (1 to 1),helmet:75
EnchantmentBladeTrapRadius1__,,enchantment,66,blade_trap_skill_area_of_effect_+% (16 to 16),helmet:100
EnchantmentBladeTrapRadius2_,,enchantment,75,blade_trap_skill_area_of_effect_+% (24 to 24),helmet:100
EnchantmentBladeTrapAdditionalRotation_,,enchantment,75,base_weapon_trap_total_rotation_% (100 to 100),helmet:100
EnchantmentBladeVortexDuration1,,enchantment,66,blade_vortex_duration_+% (20 to 20),helmet:75
EnchantmentBladeVortexDuration2,,enchantment,75,blade_vortex_duration_+% (30 to 30),helmet:75
EnchantmentBladeVortexRadius1,,enchantment,66,blade_vortex_radius_+% (16 to 16),helmet:75
EnchantmentBladeVortexRadius2,,enchantment,75,blade_vortex_radius_+% (24 to 24),helmet:75
EnchantmentBladeVortexCritMultiPerBlade1_,,enchantment,66,blade_vortex_critical_strike_multiplier_+_per_blade (2 to 2),helmet:75
EnchantmentBladeVortexCritMultiPerBlade2,,enchantment,75,blade_vortex_critical_strike_multiplier_+_per_blade (3 to 3),helmet:75
EnchantmentBlastRainRadius1_,,enchantment,66,blast_rain_radius_+% (16 to 16),helmet:100
EnchantmentBlastRainRadius2_,,enchantment,75,blast_rain_radius_+% (24 to 24),helmet:100
EnchantmentBlastRainAdditionalBlast1,,enchantment,66,blast_rain_single_additional_projectile (50 to 50),
EnchantmentBlastRainAdditionalBlast2,,enchantment,75,blast_rain_single_additional_projectile (100 to 100),helmet:100
EnchantmentBlazingSalvoNumberOfAdditionalProjectiles1,,enchantment,75,blazing_salvo_number_of_additional_projectiles (1 to 1),helmet:100
EnchantmentBlazingSalvoProjectileSpreadArea1_,,enchantment,66,ember_projectile_spread_area_+% (20 to 20),helmet:100
EnchantmentBlazingSalvoProjectileSpreadArea2_,,enchantment,75,ember_projectile_spread_area_+% (30 to 30),helmet:100
EnchantmentBlightRadius1,,enchantment,66,blight_radius_+% (16 to 16),helmet:100
EnchantmentBlightRadius2,,enchantment,75,blight_radius_+% (24 to 24),helmet:100
EnchantmentBlightSecondarySkillDuration1,,enchantment,66,blight_secondary_skill_effect_duration_+% (20 to 20),helmet:100
EnchantmentBlightSecondarySkillDuration2,,enchantment,75,blight_secondary_skill_effect_duration_+% (30 to 30),helmet:100
EnchantmentBlinkArrowAttackSpeed1,,enchantment,66,blink_arrow_and_blink_arrow_clone_attack_speed_+% (10 to 10),helmet:100
EnchantmentBlinkArrowAttackSpeed2,,enchantment,75,blink_arrow_and_blink_arrow_clone_attack_speed_+% (15 to 15),helmet:100
EnchantmentBlinkArrowCooldownSpeed1,,enchantment,66,blink_arrow_cooldown_speed_+% (20 to 20),helmet:100
EnchantmentBlinkArrowCooldownSpeed2,,enchantment,75,blink_arrow_cooldown_speed_+% (30 to 30),helmet:100
EnchantmentBloodRageAttackSpeed1,,enchantment,66,blood_rage_grants_additional_attack_speed_+% (8 to 8),helmet:100
EnchantmentBloodRageAttackSpeed2,,enchantment,75,blood_rage_grants_additional_attack_speed_+% (12 to 12),helmet:100
EnchantmentBloodRageFrenzyOnKill1,,enchantment,66,blood_rage_grants_additional_%_chance_to_gain_frenzy_on_kill (20 to 20),helmet:100
EnchantmentBloodRageFrenzyOnKill2,,enchantment,75,blood_rage_grants_additional_%_chance_to_gain_frenzy_on_kill (30 to 30),helmet:100
EnchantmentBloodreapRadius1,,enchantment,66,bloodreap_skill_area_of_effect_+% (16 to 16),helmet:100
EnchantmentBloodreapRadius2___,,enchantment,75,bloodreap_skill_area_of_effect_+% (24 to 24),helmet:100
EnchantmentBloodreapMaxBloodCharge1,,enchantment,75,maximum_blood_scythe_charges (1 to 1),helmet:100
EnchantmentBoneOfferingDuration1,,enchantment,66,bone_offering_duration_+% (30 to 30),helmet:100
EnchantmentBoneOfferingDuration2,,enchantment,75,bone_offering_duration_+% (45 to 45),helmet:100
EnchantmentBoneOfferingBlockChance1,,enchantment,66,bone_offering_block_chance_+% (6 to 6),helmet:100
EnchantmentBoneOfferingBlockChance2,,enchantment,75,bone_offering_block_chance_+% (9 to 9),helmet:100
EnchantmentBurningArrowIgniteChance1,,enchantment,66,burning_arrow_ignite_chance_% (20 to 20),helmet:100
EnchantmentBurningArrowIgniteChance2,,enchantment,75,burning_arrow_ignite_chance_% (30 to 30),helmet:100
EnchantmentBurningArrowPhysicalDamagePercentToAddAsFireDamage1,,enchantment,66,burning_arrow_physical_damage_%_to_add_as_fire_damage (10 to 10),helmet:100
EnchantmentBurningArrowPhysicalDamagePercentToAddAsFireDamage2,,enchantment,75,burning_arrow_physical_damage_%_to_add_as_fire_damage (15 to 15),helmet:100
EnchantmentCausticArrowDuration1,,enchantment,66,caustic_arrow_duration_+% (20 to 20),helmet:75
EnchantmentCausticArrowDuration2,,enchantment,75,caustic_arrow_duration_+% (30 to 30),helmet:75
EnchantmentCausticArrowRadius1,,enchantment,66,caustic_arrow_radius_+% (16 to 16),helmet:75
EnchantmentCausticArrowRadius2,,enchantment,75,caustic_arrow_radius_+% (24 to 24),helmet:75
EnchantmentCausticArrowWitherOnHit1,,enchantment,66,caustic_arrow_withered_base_duration_ms (2000 to 2000) | caustic_arrow_withered_on_hit_% (14 to 14),helmet:75
EnchantmentCausticArrowWitherOnHit2,,enchantment,75,caustic_arrow_withered_base_duration_ms (2000 to 2000) | caustic_arrow_withered_on_hit_% (20 to 20),helmet:75
EnchantmentChaosGolemPercentAdditionalPhysicalDamageReduction1_,,enchantment,66,base_chaos_golem_granted_buff_effect_+% (75 to 75),helmet:100
EnchantmentChaosGolemPercentAdditionalPhysicalDamageReduction2,,enchantment,75,base_chaos_golem_granted_buff_effect_+% (100 to 100),helmet:100
EnchantmentChaosGolemElementalResistances1,,enchantment,66,chaos_golem_elemental_resistances_% (24 to 24),helmet:100
EnchantmentChaosGolemElementalResistances2,,enchantment,75,chaos_golem_elemental_resistances_% (36 to 36),helmet:100
EnchantmentChargedAttackMaxCharges1,,enchantment,1,dummy_stat_display_nothing (2 to 2),
EnchantmentChargedAttackMaxCharges2,,enchantment,1,dummy_stat_display_nothing (4 to 4),
EnchantmentChargedAttackRadius1_,,enchantment,66,charged_attack_radius_+% (16 to 16),helmet:100
EnchantmentChargedAttackRadius2,,enchantment,75,charged_attack_radius_+% (24 to 24),helmet:100
EnchantmentChargedAttackDodgePerStack1,,enchantment,66,+1_max_charged_attack_stages (6 to 6),
EnchantmentChargedAttackDodgePerStack2,,enchantment,75,+1_max_charged_attack_stages (9 to 9),helmet:100
EnchantmentChargedDashDodgeWhenFinishedChannelling1_,,enchantment,66,charged_dash_area_of_effect_radius_+_of_final_explosion (4 to 4),
EnchantmentChargedDashDodgeWhenFinishedChannelling2,,enchantment,75,charged_dash_area_of_effect_radius_+_of_final_explosion (6 to 6),
EnchantmentChargedDashRadiusFinalExplosion1,,enchantment,66,charged_dash_area_of_effect_radius_+_of_final_explosion (4 to 4),helmet:75
EnchantmentChargedDashRadiusFinalExplosion2,,enchantment,75,charged_dash_area_of_effect_radius_+_of_final_explosion (6 to 6),helmet:75
EnchantmentChargedDashMovementSpeed1_,,enchantment,66,charged_dash_movement_speed_+%_final (10 to 10),helmet:75
EnchantmentChargedDashMovementSpeed2_,,enchantment,75,charged_dash_movement_speed_+%_final (15 to 15),helmet:75
EnchantmentClarityManaReservation1,,enchantment,66,clarity_mana_reservation_efficiency_-2%_per_1 (-20 to -20),
EnchantmentClarityManaReservation2,,enchantment,75,clarity_mana_reservation_efficiency_-2%_per_1 (-30 to -30),
EnchantmentClarityManaReservationEfficiency1___,,enchantment,66,clarity_mana_reservation_efficiency_+% (50 to 50),helmet:100
EnchantmentClarityManaReservationEfficiency2___,,enchantment,75,clarity_mana_reservation_efficiency_+% (75 to 75),helmet:100
EnchantmentCleaveAttackSpeed1,,enchantment,66,cleave_attack_speed_+% (10 to 10),helmet:100
EnchantmentCleaveAttackSpeed2,,enchantment,75,cleave_attack_speed_+% (15 to 15),helmet:100
EnchantmentCleaveRadius1,,enchantment,66,cleave_radius_+% (16 to 16),helmet:100
EnchantmentCleaveRadius2,,enchantment,75,cleave_radius_+% (24 to 24),helmet:100
EnchantmentColdSnapCooldownSpeed1,,enchantment,66,cold_snap_cooldown_speed_+% (20 to 20),helmet:100
EnchantmentColdSnapCooldownSpeed2,,enchantment,75,cold_snap_cooldown_speed_+% (30 to 30),helmet:100
EnchantmentColdSnapRadius1,,enchantment,66,cold_snap_radius_+% (16 to 16),helmet:100
EnchantmentColdSnapRadius2,,enchantment,75,cold_snap_radius_+% (24 to 24),helmet:100
EnchantmentConductivityCurseEffect1,,enchantment,66,conductivity_curse_effect_+% (10 to 10),helmet:100
EnchantmentConductivityCurseEffect2,,enchantment,75,conductivity_curse_effect_+% (15 to 15),helmet:100
EnchantmentConductivityDuration1,,enchantment,66,conductivity_duration_+% (30 to 30),helmet:100
EnchantmentConductivityDuration2,,enchantment,75,conductivity_duration_+% (45 to 45),helmet:100
EnchantmentConsecratedPathRange1,,enchantment,66,holy_path_teleport_range_+% (10 to 10),helmet:100
EnchantmentConsecratedPathRange2,,enchantment,75,holy_path_teleport_range_+% (15 to 15),helmet:100
EnchantmentContagionDuration1,,enchantment,66,contagion_duration_+% (20 to 20),helmet:100
EnchantmentContagionDuration2,,enchantment,75,contagion_duration_+% (30 to 30),helmet:100
EnchantmentContagionRadius1,,enchantment,66,contagion_radius_+% (16 to 16),helmet:100
EnchantmentContagionRadius2,,enchantment,75,contagion_radius_+% (24 to 24),helmet:100
EnchantmentConsecratedPathRadius1,,enchantment,66,consecrated_path_area_of_effect_+% (16 to 16),helmet:100
EnchantmentConsecratedPathRadius2,,enchantment,75,consecrated_path_area_of_effect_+% (24 to 24),helmet:100
EnchantmentCorruptingFeverDuration1_,,enchantment,66,corrupting_fever_duration_+% (20 to 20),helmet:100
EnchantmentCorruptingFeverDuration2,,enchantment,75,corrupting_fever_duration_+% (30 to 30),helmet:100
EnchantmentCorruptingFeverAdditionalStack1,,enchantment,75,corrupting_fever_apply_additional_corrupted_blood_% (50 to 50),helmet:100
EnchantmentConversionTrapCooldownSpeed1,,enchantment,66,conversion_trap_cooldown_speed_+% (20 to 20),helmet:100
EnchantmentConversionTrapCooldownSpeed2,,enchantment,75,conversion_trap_cooldown_speed_+% (30 to 30),helmet:100
EnchantmentConvocationCooldownSpeed1,,enchantment,66,convocation_cooldown_speed_+% (20 to 20),helmet:100
EnchantmentConvocationCooldownSpeed2,,enchantment,75,convocation_cooldown_speed_+% (30 to 30),helmet:100
EnchantmentConvocationLifeRegeneration1,,enchantment,66,convocation_buff_effect_+% (24 to 24),helmet:100
EnchantmentConvocationLifeRegeneration2,,enchantment,75,convocation_buff_effect_+% (36 to 36),helmet:100
EnchantmentCracklingLanceBaseCastSpeed1_,,enchantment,66,crackling_lance_cast_speed_+% (8 to 8),helmet:100
EnchantmentCracklingLanceBaseCastSpeed2,,enchantment,75,crackling_lance_cast_speed_+% (16 to 16),helmet:100
EnchantmentCracklingLanceSecondaryBeamAngle1,,enchantment,66,disintegrate_secondary_beam_angle_+% (24 to 24),helmet:100
EnchantmentCracklingLanceSecondaryBeamAngle2___,,enchantment,75,disintegrate_secondary_beam_angle_+% (36 to 36),helmet:100
EnchantmentCycloneAttackSpeed1,,enchantment,66,cyclone_attack_speed_+% (10 to 10),helmet:100
EnchantmentCycloneAttackSpeed2,,enchantment,75,cyclone_attack_speed_+% (15 to 15),helmet:100
EnchantmentDarkPactCastSpeed1,,enchantment,66,skeletal_chains_cast_speed_+% (8 to 8),
EnchantmentDarkPactCastSpeed2,,enchantment,75,skeletal_chains_cast_speed_+% (12 to 12),
EnchantmentDarkPactRadius1__,,enchantment,66,skeletal_chains_area_of_effect_+% (16 to 16),
EnchantmentDarkPactRadius2,,enchantment,75,skeletal_chains_area_of_effect_+% (24 to 24),
EnchantmentDecoyTotemLife1,,enchantment,66,decoy_totem_life_+% (40 to 40),helmet:100
EnchantmentDecoyTotemLife2,,enchantment,75,decoy_totem_life_+% (60 to 60),helmet:100
EnchantmentDecoyTotemRadius1,,enchantment,66,decoy_totem_radius_+% (16 to 16),helmet:100
EnchantmentDecoyTotemRadius2,,enchantment,75,decoy_totem_radius_+% (24 to 24),helmet:100
EnchantmentDesecrateCooldownSpeed1,,enchantment,66,desecrate_duration_+% (20 to 20),
EnchantmentDesecrateCooldownSpeed2,,enchantment,75,desecrate_duration_+% (30 to 30),
EnchantmentDesecrateAdditionalCorpse1,,enchantment,66,desecrate_number_of_corpses_to_create (2 to 2),helmet:100
EnchantmentDesecrateAdditionalCorpse2,,enchantment,75,desecrate_number_of_corpses_to_create (3 to 3),helmet:100
EnchantmentDespairDuration1,,enchantment,66,despair_duration_+% (30 to 30),helmet:100
EnchantmentDespairDuration2,,enchantment,75,despair_duration_+% (45 to 45),helmet:100
EnchantmentDespairEffect1_,,enchantment,66,despair_curse_effect_+% (10 to 10),helmet:100
EnchantmentDespairEffect2,,enchantment,75,despair_curse_effect_+% (15 to 15),helmet:100
EnchantmentDeterminationManaReservation1,,enchantment,66,determination_mana_reservation_efficiency_-2%_per_1 (-10 to -10),
EnchantmentDeterminationManaReservation2,,enchantment,75,determination_mana_reservation_efficiency_-2%_per_1 (-15 to -15),
EnchantmentDeterminationManaReservationEfficiency1,,enchantment,66,determination_mana_reservation_efficiency_+% (20 to 20),helmet:100
EnchantmentDeterminationManaReservationEfficiency2,,enchantment,75,determination_mana_reservation_efficiency_+% (30 to 30),helmet:100
EnchantmentDetonateDeadPercentChanceToDetonateAdditionalCorpse1,,enchantment,66,detonate_dead_%_chance_to_detonate_additional_corpse (30 to 30),helmet:100
EnchantmentDetonateDeadPercentChanceToDetonateAdditionalCorpse2,,enchantment,75,detonate_dead_%_chance_to_detonate_additional_corpse (45 to 45),helmet:100
EnchantmentDetonateDeadRadius1,,enchantment,66,detonate_dead_radius_+% (16 to 16),helmet:100
EnchantmentDetonateDeadRadius2,,enchantment,75,detonate_dead_radius_+% (24 to 24),helmet:100
EnchantmentDestructiveLinkDuration1,,enchantment,66,destructive_link_duration_+% (20 to 20),helmet:100
EnchantmentDestructiveLinkDuration2_,,enchantment,75,destructive_link_duration_+% (30 to 30),helmet:100
EnchantmentDevouringTotemPercentChanceToConsumeAdditionalCorpse1,,enchantment,66,devouring_totem_%_chance_to_consume_additional_corpse (40 to 40),helmet:100
EnchantmentDevouringTotemPercentChanceToConsumeAdditionalCorpse2,,enchantment,75,devouring_totem_%_chance_to_consume_additional_corpse (60 to 60),helmet:100
EnchantmentDevouringTotemLeechPerSecond1,,enchantment,66,devouring_totem_leech_per_second_+% (24 to 24),helmet:100
EnchantmentDevouringTotemLeechPerSecond2,,enchantment,75,devouring_totem_leech_per_second_+% (36 to 36),helmet:100
EnchantmentDisciplineManaReservation1,,enchantment,66,discipline_mana_reservation_efficiency_-2%_per_1 (-14 to -14),
EnchantmentDisciplineManaReservation2,,enchantment,75,discipline_mana_reservation_efficiency_-2%_per_1 (-20 to -20),
EnchantmentDisciplineManaReservationEfficiency1,,enchantment,66,discipline_mana_reservation_efficiency_+% (30 to 30),helmet:100
EnchantmentDisciplineManaReservationEfficiency2__,,enchantment,75,discipline_mana_reservation_efficiency_+% (45 to 45),helmet:100
EnchantmentDivineIreBeamWidth1,,enchantment,66,divine_tempest_beam_width_+% (10 to 10),helmet:100
EnchantmentDivineIreBeamWidth2_,,enchantment,75,divine_tempest_beam_width_+% (15 to 15),helmet:100
EnchantmentDivineIreNumberOfAdditionalNearbyEnemiesToZap1,,enchantment,66,divine_tempest_number_of_additional_nearby_enemies_to_zap (1 to 1),helmet:100
EnchantmentDivineIreNumberOfAdditionalNearbyEnemiesToZap2,,enchantment,75,divine_tempest_number_of_additional_nearby_enemies_to_zap (2 to 2),helmet:100
EnchantmentDominatingBlowDuration1,,enchantment,66,dominating_blow_duration_+% (20 to 20),helmet:100
EnchantmentDominatingBlowDuration2,,enchantment,75,dominating_blow_duration_+% (30 to 30),helmet:100
EnchantmentDominatingBlowMinionDamage1,,enchantment,66,dominating_blow_minion_damage_+% (20 to 20),
EnchantmentDominatingBlowMinionDamage2_,,enchantment,75,dominating_blow_minion_damage_+% (30 to 30),
EnchantmentDominatingBlowAttackDamage1,,enchantment,66,dominating_blow_skill_attack_damage_+% (24 to 24),
EnchantmentDominatingBlowAttackDamage2,,enchantment,75,dominating_blow_skill_attack_damage_+% (36 to 36),
EnchantmentDominatingBlowAdditionalMagic1,,enchantment,66,additional_max_number_of_dominated_magic_monsters (2 to 2),helmet:100
EnchantmentDominatingBlowAdditionalMagic2__,,enchantment,75,additional_max_number_of_dominated_magic_monsters (3 to 3),helmet:100
EnchantmentDominatingBlowAdditionalRare1,,enchantment,75,additional_max_number_of_dominated_rare_monsters (1 to 1),helmet:100
EnchantmentDoubleSlashCriticalStrikes1,,enchantment,66,double_slash_critical_strike_chance_+% (40 to 40),helmet:100
EnchantmentDoubleSlashCriticalStrikes2,,enchantment,75,double_slash_critical_strike_chance_+% (60 to 60),helmet:100
EnchantmentDoubleSlashRadius1,,enchantment,66,double_slash_radius_+% (16 to 16),helmet:100
EnchantmentDoubleSlashRadius2,,enchantment,75,double_slash_radius_+% (24 to 24),helmet:100
EnchantmentDoubleSlashAddedPhysToBleeding1,,enchantment,66,double_slash_minimum_added_physical_damage_vs_bleeding_enemies (4 to 8) | double_slash_maximum_added_physical_damage_vs_bleeding_enemies (10 to 15),helmet:100
EnchantmentDoubleSlashAddedPhysToBleeding2,,enchantment,75,double_slash_minimum_added_physical_damage_vs_bleeding_enemies (14 to 18) | double_slash_maximum_added_physical_damage_vs_bleeding_enemies (20 to 25),helmet:100
EnchantmentDoubleStrikeAttackSpeed1,,enchantment,66,double_strike_attack_speed_+% (10 to 10),helmet:75
EnchantmentDoubleStrikeAttackSpeed2,,enchantment,75,double_strike_attack_speed_+% (15 to 15),helmet:75
EnchantmentDoubleStrikeCriticalStrikeChance1,,enchantment,66,double_strike_critical_strike_chance_+% (60 to 60),helmet:75
EnchantmentDoubleStrikeCriticalStrikeChance2,,enchantment,75,double_strike_critical_strike_chance_+% (90 to 90),helmet:75
EnchantmentDoubleStrikeDoubleDamageVsBleeding1___,,enchantment,66,double_strike_chance_to_deal_double_damage_%_vs_bleeding_enemies (10 to 10),helmet:75
EnchantmentDoubleStrikeDoubleDamageVsBleeding2,,enchantment,75,double_strike_chance_to_deal_double_damage_%_vs_bleeding_enemies (15 to 15),helmet:75
EnchantmentDreadBannerEffect1,,enchantment,66,dread_banner_aura_effect_+% (25 to 25),helmet:100
EnchantmentDreadBannerEffect2,,enchantment,75,dread_banner_aura_effect_+% (40 to 40),helmet:100
EnchantmentDualStrikeAttackSpeed1,,enchantment,66,dual_strike_attack_speed_+% (10 to 10),helmet:100
EnchantmentDualStrikeAttackSpeed2,,enchantment,75,dual_strike_attack_speed_+% (15 to 15),helmet:100
EnchantmentDualStrikeCriticalStrikeChance1,,enchantment,66,dual_strike_critical_strike_chance_+% (60 to 60),helmet:100
EnchantmentDualStrikeCriticalStrikeChance2,,enchantment,75,dual_strike_critical_strike_chance_+% (90 to 90),helmet:100
EnchantmentEarthquakeDuration1,,enchantment,66,earthquake_duration_+% (-20 to -20),
EnchantmentEarthquakeDuration2,,enchantment,75,earthquake_duration_+% (-30 to -30),
EnchantmentEarthquakeRadius1,,enchantment,66,earthquake_radius_+% (16 to 16),helmet:100
EnchantmentEarthquakeRadius2,,enchantment,75,earthquake_radius_+% (24 to 24),helmet:100
EnchantmentEarthquakeDamagePerDuration1,,enchantment,66,earthquake_damage_+%_per_100ms_duration (5 to 5),helmet:100
EnchantmentEarthquakeDamagePerDuration2,,enchantment,75,earthquake_damage_+%_per_100ms_duration (8 to 8),helmet:100
EnchantmentElementalHitAttackSpeed1,,enchantment,66,elemental_hit_attack_speed_+% (10 to 10),helmet:100
EnchantmentElementalHitAttackSpeed2,,enchantment,75,elemental_hit_attack_speed_+% (15 to 15),helmet:100
EnchantmentElementalHitChanceToFreezeShockIgnite1,,enchantment,66,elemental_hit_chance_to_freeze_shock_ignite_% (20 to 20),helmet:100
EnchantmentElementalHitChanceToFreezeShockIgnite2,,enchantment,75,elemental_hit_chance_to_freeze_shock_ignite_% (30 to 30),helmet:100
EnchantmentElementalWeaknessCurseEffect1,,enchantment,66,elemental_weakness_curse_effect_+% (10 to 10),helmet:100
